id,questionusageid,slot,behaviour,questionid,variant,maxmark,minfraction,maxfraction,flagged,questionsummary,rightanswer,responsesummary,timemodified,category,parent,name,questiontext,questiontextformat,generalfeedback,generalfeedbackformat,defaultmark,penalty,qtype,length,stamp,version,hidden,timecreated,createdby,modifiedby,idnumber
18,1,11,deferredfeedback,18,1,1.0000000,0.0000000,1.0000000,0,"Calculate NOT 10101010 in binary.
: 101010
; 1010101
; 11010101
; 10111011
","1010101
",,1602696779,11,0,Q18,"<p><span style=""font-size:10pt"">Calculate NOT </span><span style=""font-size:10pt"">10101010</span><span style=""font-size:10pt""> in binary. </span></p>",1,"<p><span style=""font-size:10pt"">NOT simply inverts the bits,</span><span style=""font-size:10pt""> note that sometimes the leading bit is omitted, as in this example. When there are less than 8 bits start at the lowest (on the left) and assume missing bits (on the right) are 0.</span></p><p><span style=""font-size:10pt"">Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+K0CqMd,assessment.accelerate-people.co.uk+201014173259+MYkgH0,0,1602696779,2,2,
19,1,12,deferredfeedback,19,1,1.0000000,0.0000000,1.0000000,0,"Identify the network part of this address: 192.168.100.50 / 16
: 100.50
; 168.100.50
; 192.168
; 192.168.100
","192.168
",,1602696779,11,0,Q19,"<p><span style=""font-size:10pt"">Identify the network part of this address: 192.168.100.50 / 16</span></p>",1,"<p><span style=""font-size:10pt"">Remember the host part is on the right and the network part is on the left, the CIDR (or subnet mask) tells you how many bits to apply to each, so in a /16 half is the host the other is the network part. In a /8 the first octet is the network part and the remaining /24 are the host parts. Refer to slides / presentation. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+H2pZmA,assessment.accelerate-people.co.uk+201014173259+uM07r1,0,1602696779,2,2,
2,1,13,deferredfeedback,2,1,1.0000000,0.0000000,1.0000000,0,"Which of these is NOT a purpose for keeping maintenance records
: To improve quality of future maintenance work
; To meet organisational guidelines / policies
; Help with scheduling periodic routine maintenance
; Record of the work completed for customers
","To meet organisational guidelines / policies
",,1602696778,11,0,Q2,"<p><span style=""font-size:10pt"">Which of these is NOT a purpose for keeping maintenance records</span></p>",1,"<p><span style=""font-size:10pt"">Whilst it is likely you will have some organisational guidelines in place which may or may not include maintenance processes this is not the REASON you would keep the records.</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173258+7iyDAp,assessment.accelerate-people.co.uk+201014173258+NWBBte,0,1602696778,2,2,
20,1,14,deferredfeedback,20,1,1.0000000,0.0000000,1.0000000,0,"Identify the host part of this address: 172.16.0.30 / 8
: 16.0.30
; 172.16
;  172.16.0
; 0.30
","16.0.30
",,1602696779,11,0,Q20,"<p><span style=""font-size:10pt"">Identify the host part of this address: 172.16.0.30 / 8</span></p>",1,"<p><span style=""font-size:10pt"">Remember the host part is on the right and the network part is on the left, the CIDR (or subnet mask) tells you how many bits to apply to each, so in a /16 half is the host the other is the network part. In a /8 the first octet is the network part and the remaining /24 are the host parts. Refer to slides / presentation.</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+McFfBy,assessment.accelerate-people.co.uk+201014173259+dZh6vR,0,1602696779,2,2,
21,1,15,deferredfeedback,21,1,2.0000000,0.0000000,1.0000000,0,"Which of the following statements are true? (select TWO only)
: Data requires the least bandwidth
; Video requires the least bandwidth
; Data requires the most bandwidth
; Video requires the most bandwidth
; Voice requires the most bandwidth
; Voice requires the least bandwidth
",,,1602696779,11,0,Q21,"<p><span style=""font-size:10pt"">Which o</span><span style=""font-size:10pt"">f the following statements are true? (select </span><strong><span style=""font-size:10pt"">two</span></strong><span style=""font-size:10pt""> only)</span></p>",1,"<p><span style=""font-size:10pt"">The order is (from lowest to highest), Data, Voice, Video</span></p><p> </p>",1,2.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+DSVT5X,assessment.accelerate-people.co.uk+201014173259+JaeNXZ,0,1602696779,2,2,
22,1,16,deferredfeedback,22,1,1.0000000,0.0000000,1.0000000,0,"When playing a MMORPG (Massively multiplayer online role-playing game) you notice that your latency increases when you are in populated areas (such as a main city) but settles down (reduces to lower latency) when outside of these zones, what is this variation in server response time an example of?
: Lost packets
; Lag
; FPS Decrease
; Jitter
","Jitter
",,1602696779,11,0,Q22,"<p><span style=""font-size:10pt"">When playing a MMORPG (</span><span style=""font-size:10pt"">Massively multiplayer online role-playing game</span><span style=""font-size:10pt"">) you notice that your latency increases when you are in populated areas (such as a main city) but settles down (reduces to lower latency) when outside of these zones, what is this variation in server response time an example of? </span></p>",1,"<p><span style=""font-size:10pt"">Whilst you may experience a FPS loss in this example (due to the additional processing requirements), which may also contribute to a higher ping, the actual term for the variance in ping from one moment to the next is called Jitter. Lag is simply the time taken for the data to be received. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+UdfWkC,assessment.accelerate-people.co.uk+201014173259+MHUpJ9,0,1602696779,2,2,
23,1,17,deferredfeedback,23,1,1.0000000,0.0000000,1.0000000,0,"What type of address would you typically assign to a server?
: Static
; Dynamic
; DHCP
; APIPA
","Static
",,1602696779,11,0,Q23,"<p><span style=""font-size:10pt"">What type of address </span><span style=""font-size:10pt"">would you typically assign to a server?</span></p>",1,"<p><span style=""font-size:10pt"">A static address will usually be assigned on a server as we would not want these addresses to change.</span></p><p><span style=""font-size:10pt"">Review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9113""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9113</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+U3W5R5,assessment.accelerate-people.co.uk+201014173259+jhwvog,0,1602696779,2,2,
24,1,18,deferredfeedback,24,1,1.0000000,0.0000000,1.0000000,0,"When might you perform a reverse DNS lookup?
: In order to check your public IP address
; In order to find the hostname of a machine when you only know its IP address
; To find out whether a site was online or not
; To convert a domain name, such as google.com to an IP address
","In order to find the hostname of a machine when you only know its IP address
",,1602696779,11,0,Q24,"<p><span style=""font-size:10pt"">When might you perform a reverse DNS lookup?</span></p>",1,"<p><span style=""font-size:10pt"">Forward DNS lookup is using an Internet domain name to find an IP address. Reverse DNS lookup is using an Internet IP address to find a domain name. ... An Internet facility that lets you do either forward or reverse DNS lookup yourself is called </span><span style=""font-size:10pt"">nslookup</span><span style=""font-size:10pt"">.</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+dh1gPu,assessment.accelerate-people.co.uk+201014173259+ks7VpA,0,1602696779,2,2,
25,1,19,deferredfeedback,25,1,1.0000000,0.0000000,1.0000000,0,"Why might you create a VLAN?
: To increase the number of network collisions
; To reduce the number of broadcast domain
; To create additional broadcast domain
; In order to avoid using too many switches
","To create additional broadcast domain
",,1602696779,11,0,Q25,"<p><span style=""font-size:10pt"">Why might you create a VLAN?</span></p>",1,"<p><span style=""font-size:10pt"">VLANs allow network traffic to seperated in to different broadcast domains, this reduces collisions, which is a good thing. The act of segmenting the network has many benefits, as we add more segments, or VLANs we are creating MORE broadcast domains which REDUCES the number of collisions. </span></p><p><span style=""font-size:10pt"">Review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9116""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9116</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+tPxgEu,assessment.accelerate-people.co.uk+201014173259+aio5JX,0,1602696779,2,2,
26,1,20,deferredfeedback,26,1,1.0000000,0.0000000,1.0000000,0,"What devices would you TYPICALLY use to create a VLAN?
: Routers
; Servers
; Switches
; Hubs
","Switches
",,1602696779,11,0,Q26,"<p><span style=""font-size:10pt"">What devices would you TYPICALLY use to create a VLAN?</span></p>",1,"<p><span style=""font-size:10pt"">VLANs are essentially logic</span><span style=""font-size:10pt"">al</span><span style=""font-size:10pt""> groups of computers</span><span style=""font-size:10pt"">, VLAN operates by using the physical addresses of devices (MAC address), and uses ports (switches are designed to communicate to physical addresses) to send information. Switches are needed rather than routers as routers talk the language of TCP/IP (IP addresses and subnetting). It’s important to remember that CIDR/subnetting is a layer 3 (router) technology and VLANs are layer 2 (switch) technologies. Don’t worry too much about the OSI layers for this exam but it useful to help understand the differences.</span></p><p><span style=""font-size:10pt"">Additional reading here, </span><a href=""http://www.fiber-optic-transceiver-module.com/vlan-vs-subnet.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://www.fiber-optic-transceiver-module.com/vlan-vs-subnet.html</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+joL72A,assessment.accelerate-people.co.uk+201014173259+u6mO4n,0,1602696779,2,2,
27,1,21,deferredfeedback,27,1,1.0000000,0.0000000,1.0000000,0,"Where on a Linux system would the error logs be found?
: /var/log/error
; /var/log/messages
; /var/log/messages.log
; /etc/log/messages
","/var/log/messages
",,1602696779,11,0,Q27,"<p><span style=""font-size:10pt"">Where on a Linux system would the error logs be found?</span></p>",1,"<p><span style=""font-size:10pt"">/var/log is the main location linux uses to store all types of log files, these may be about mail/webservices/system etc. The main log file is called “messages”, this is default on most linux systems. Linux does not require extensions (although some log files may have one), the messages log file has no extension. </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+GiYPvk,assessment.accelerate-people.co.uk+201014173259+Xvjf93,0,1602696779,2,2,
29,1,22,deferredfeedback,29,1,1.0000000,0.0000000,1.0000000,0,"What is the maximum individual file size on a FAT32 partition
: 2GB
; 32GB
; 4GB
; 8GB
","4GB
",,1602696779,11,0,Q29,"<p><span style=""font-size:10pt"">What is the maximum individual file size on a FAT32 partition</span></p>",1,"<p><span style=""font-size:10pt"">Individual files on a FAT32 drive can't be over 4 GB in size—that's the maximum. A FAT32 partition must also be less than 8 TB, which admittedly is less of a limitation unless you're using super-high-capacity drive</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+cKSgqe,assessment.accelerate-people.co.uk+201014173259+Hleq9V,0,1602696779,2,2,
3,1,23,deferredfeedback,3,1,1.0000000,0.0000000,1.0000000,0,"A NIC (Network Interface Card) - Also referred to as an Ethernet card is a basic computer component, a NIC will be given a hardware address, which is unique, what is a valid example of this address?
: 12:34:56:78:9A:BC
; AA:BB:CC:DD:EE:FF
; 6D:E4:G1:44:6A:A8
; 0D:FF:D2:83:2A:BB
","6D:E4:G1:44:6A:A8
",,1602697777,11,0,Q3,"<p><span style=""font-size:10pt"">A </span><span style=""font-size:10pt"">NIC (Network Interface Card) - Also referred to as an Ethernet card</span><span style=""font-size:10pt""> is a basic computer component, </span><span style=""font-size:10pt"">a NIC will be given a hardware address, which is unique, what is NOT a valid example of this address?</span></p>",1,"<p><span style=""font-size:10pt"">MAC Address is a 12-digit hexadecimal number (6-Byte binary number), which is mostly represented by Colon-Hexadecimal notation. First 6-digits (say 00:40:96) of MAC Address identifies the manufacturer, called as OUI (Organizational Unique Identifier).</span><span style=""font-size:10pt""> Hex numbers run from 0 to F, anything above F is not valid (so G in this example is not valid)</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+EEN2r0,assessment.accelerate-people.co.uk+201014174937+Rz3LiK,0,1602696779,2,2,
30,1,24,deferredfeedback,30,1,1.0000000,0.0000000,1.0000000,0,"Which of the following matches this definition “New product functionality that is first distributed outside the context of a product release and that is typically included in the next full product release.”
: Update
; Security Update
; Feature Pack
; Service Pack
","Feature Pack
",,1602696779,11,0,Q30,"<p><span style=""font-size:10pt"">Which of the following matches this definition “</span><span style=""font-size:10pt"">New product functionality that is first distributed outside the context of a product release and that is typically included in the next full product </span><span style=""font-size:10pt"">release.</span><span style=""font-size:10pt"">”</span></p>",1,"<p><span style=""font-size:10pt"">Review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9093""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9093</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+u5CMNi,assessment.accelerate-people.co.uk+201014173259+6sJQ14,0,1602696779,2,2,
31,1,25,deferredfeedback,31,1,1.0000000,0.0000000,1.0000000,0,"A Windows service is a computer program that operates in the background. It is similar in concept to what in Linux?
: service
; process
; shell script
; daemon
","daemon
",,1602696779,11,0,Q31,"<p><span style=""font-size:10pt"">A Windows service is a computer program that operates in the background. It is similar in concept to </span><span style=""font-size:10pt"">what in Linux?</span></p>",1,"<p><span style=""font-size:10pt"">Overall Feedback</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+MGp62O,assessment.accelerate-people.co.uk+201014173259+zdDs3m,0,1602696779,2,2,
32,1,26,deferredfeedback,32,1,1.0000000,0.0000000,1.0000000,0,"What is the correct typical status sequences of maintenance tasks
: open, fixed, escalation, pending, closed
; open, pending, escalation, fixed, closed
; open, pending, fixed, escalation, closed
; pending, fixed, escalation, open/closed
","open, pending, fixed, escalation, closed
",,1602696779,11,0,Q32,"<p><span style=""font-size:10pt"">What is the correct t</span><span style=""font-size:10pt"">ypical status sequences of maintenance tasks</span></p>",1,"<p><span style=""font-size:10pt"">open - initial recording of task</span><span style=""font-size:10pt""> (</span><span style=""font-size:10pt"">    customer details</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">description of task</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">time</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">business impact</span><span style=""font-size:10pt"">, s</span><span style=""font-size:10pt"">ystem(s) impacted</span><span style=""font-size:10pt"">)</span></p><p><span style=""font-size:10pt"">pending - waiting further input or information needed to progress</span></p><p><span style=""font-size:10pt"">fixed - awaiting confirmation an issue is resolved</span></p><p><span style=""font-size:10pt"">escalation - send the task to a more technically specialised team or more senior member of staff</span></p><p><span style=""font-size:10pt"">closed - confirmed complete with documented diagnosis and fix</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+cLAGQE,assessment.accelerate-people.co.uk+201014173259+CFmRhM,0,1602696779,2,2,
33,1,27,deferredfeedback,33,1,1.0000000,0.0000000,1.0000000,0,"Consider the following tasks, which would you do first?
: One user unable to login
; Projector and video feed not working just before an important sales meeting
; New software to be installed on multiple systems
; Company director is unable to print
","Projector and video feed not working just before an important sales meeting
",,1602696779,11,0,Q33,"<p><span style=""font-size:10pt"">Consider the following tasks, which would you do first? </span></p>",1,"<p><span style=""font-size:10pt"">Whilst all these jobs are important you must prioritize tasks according to business impact and number of users affected, one user is less important (regardless of who they are) than multiple users, you must also consider the impact the problem could have on an important sales meeting. This problem is “live” and must be resolved asap. Software updates would likely not prevent users accessing their system. Review the notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9090""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9090</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+XGOHdz,assessment.accelerate-people.co.uk+201014173259+w6g9oi,0,1602696779,2,2,
34,1,28,deferredfeedback,34,1,1.0000000,0.0000000,1.0000000,0,"What is a commitment between a service provider and a client
: A Service-level agreement
; Terms and conditions
; Computer use policy
; A Business Statement
","A Service-level agreement
",,1602696779,11,0,Q34,"<p><span style=""font-size:10pt"">What </span><span style=""font-size:10pt"">is a commitment between a service provider and a client</span></p>",1,"<p><span style=""font-size:10pt"">A service-level agreement (SLA) is a commitment between a service provider and a client. Particular aspects of the service – quality, availability, responsibilities – are agreed between the service provider and the service user.</span><span style=""font-size:10pt""> </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9089""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9089</span></a><span style=""font-size:10pt""> </span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+b9MJpe,assessment.accelerate-people.co.uk+201014173259+DnRJNr,0,1602696779,2,2,
35,1,29,deferredfeedback,35,1,1.0000000,0.0000000,1.0000000,0,"What is true when considering personal and permiter firewalls?
: A perimeter firewall is the main defense in the perimeter of a private network
; A personal firewall will protect the permiter of the network against any external threats
; A personal firewall will usually be a dedicated device on the network.
; A permeter firewall is usually less complex and less expensive than a personal firewall
","A perimeter firewall is the main defense in the perimeter of a private network
",,1602696779,11,0,Q35,"<p><span style=""font-size:10pt"">What is true when considering personal and permiter firewalls?</span></p>",1,"<p><span style=""font-size:10pt"">Overall Feedback</span></p>",1,1.0000000,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201014173259+BQ72YS,assessment.accelerate-people.co.uk+201014173259+Zh7EUm,0,1602696779,2,2,
